,number_of_rooms,area_size,has_elevator,year_built,annual_fee_sek,annual_cost_sek,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri,price_sold_sek
605,3.0,65,True,1945.0,3465,8888,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,4830000
606,3.0,77,True,1927.0,4804,8400,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,False,False,8750000
608,2.0,44,True,1938.0,2369,7200,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,True,False,2900000
609,3.0,55,True,1940.0,4311,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,3295000
611,2.0,57,True,1926.0,2568,0,False,False,False,False,False,False,False,True,False,False,False,True,1.0,False,False,False,False,False,5825000
612,1.0,50,True,2005.0,1949,4440,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,2640000
613,3.0,62,True,1938.0,4117,7612,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4615000
614,2.0,64,True,1945.0,4816,0,False,False,False,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,3300000
615,4.0,89,True,2007.0,6811,4800,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2185000
616,2.0,56,True,1957.0,2538,4020,False,False,False,False,False,True,False,False,False,False,False,False,2.0,False,False,True,False,False,3500000
617,4.0,97,True,1969.0,5688,5500,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2150000
618,3.0,84,True,2009.0,4355,9000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4350000
619,5.0,180,True,1906.0,267,16020,False,False,False,False,False,False,False,True,False,False,True,False,1.0,False,False,False,False,False,20000000
620,2.0,58,True,1961.0,3176,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2800000
621,3.0,775,True,1985.0,5503,7324,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2730000
623,2.0,34,True,1934.0,1684,1812,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3275000
625,2.0,69,True,2008.0,4338,7200,False,False,False,True,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,5310000
626,2.0,45,True,2017.0,3664,8400,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1895000
627,4.0,95,True,1959.0,4198,12960,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3195000
628,2.0,45,True,2017.0,2869,9000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,1820000
629,4.0,83,True,1938.0,4963,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,8125000
631,3.0,875,True,1965.0,6410,3600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2000000
632,1.0,38,True,1933.0,2746,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2400000
633,1.0,35,True,1975.0,2371,2400,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,1495000
634,4.0,97,True,2019.0,5282,11664,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,4950000
635,2.0,41,True,1963.0,3773,0,False,False,False,False,False,False,False,False,True,False,False,False,5.0,False,False,False,False,False,2750000
636,2.0,39,True,2020.0,2990,4600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2485000
637,3.0,805,True,1978.0,5138,5500,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2350000
638,2.0,52,True,2016.0,3461,3000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2800000
639,3.0,75,True,1959.0,3763,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3400000
640,3.0,80,True,1964.0,5135,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2050000
642,2.0,376,True,1997.0,2667,5880,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,False,False,False,False,2052000
643,2.0,36,True,1925.0,2098,2880,False,False,False,False,False,False,False,True,False,False,True,False,1.0,False,False,False,True,False,4100000
644,4.0,79,True,2005.0,4908,5400,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4400000
645,2.0,395,True,1934.0,3549,0,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False,3800000
647,2.0,594,True,1963.0,2467,6048,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1460000
648,4.0,108,True,1911.0,3640,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,12600000
649,4.0,102,True,2009.0,6506,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6650000
650,2.0,455,True,2018.0,3393,5400,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,2550000
651,2.0,442,True,1936.0,3172,13950,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,3295000
652,1.0,315,True,1964.0,2138,0,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False,1300000
653,3.0,65,True,2018.0,3467,3504,False,False,False,False,False,False,False,True,False,False,False,False,7.0,False,False,False,False,False,6400000
655,3.0,58,True,2019.0,4097,3000,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2300000
656,1.0,23,True,2018.0,2967,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1000000
657,4.0,85,True,2020.0,4864,8244,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2725000
658,3.0,79,True,1928.0,3455,13932,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,8600000
659,3.0,78,True,1985.0,4572,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2450000
660,2.0,47,True,1941.0,3295,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2525000
661,2.0,48,True,2018.0,2510,3840,False,False,False,True,False,False,False,False,False,False,False,False,8.0,False,False,False,False,True,3650000
662,2.0,51,True,2016.0,3413,6948,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2550000
663,3.0,77,True,2023.0,4311,8256,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,4200000
664,2.0,515,True,1979.0,4334,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1600000
665,2.0,345,False,1931.0,2049,4100,False,False,False,False,True,False,False,False,False,False,False,True,3.0,False,False,False,False,False,3350000
666,2.0,55,True,2022.0,1296,10680,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3100000
667,3.0,54,True,2016.0,4298,3900,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,3325000
669,4.0,978,True,2002.0,6206,6850,False,False,False,True,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,8100000
670,2.0,53,False,1936.0,2555,4200,True,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4050000
671,2.0,58,True,1949.0,3516,7572,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3500000
672,2.0,57,False,1946.0,3638,12500,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,2995000
673,3.0,79,True,1986.0,3639,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2450000
674,4.0,118,True,1935.0,5899,14304,True,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,8080000
675,1.0,34,True,2023.0,2677,3740,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False,2600000
676,1.0,38,True,1927.0,2630,0,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False,3350000
677,2.0,57,True,1906.0,2909,8400,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,False,6400000
678,3.0,55,True,1940.0,4321,0,True,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2930000
679,1.0,35,True,2018.0,2277,0,False,False,True,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,3075000
680,2.0,61,True,2015.0,3089,5330,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,7200000
681,2.0,74,True,1967.0,5146,4800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1450000
682,2.0,51,True,1940.0,3620,5256,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2925000
683,2.0,45,True,2020.0,3126,6444,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,3650000
685,2.0,53,True,1912.0,2586,0,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5750000
687,3.0,75,True,1948.0,3608,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,5950000
688,2.0,62,True,1924.0,3589,7800,False,False,False,False,False,False,False,False,False,True,True,False,4.0,False,False,False,False,False,6875000
689,3.0,80,True,1977.0,5208,4968,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2200000
690,3.0,77,True,1960.0,5445,0,False,False,False,False,False,False,False,False,True,False,False,False,10.0,False,False,False,False,False,3725000
691,3.0,67,True,1973.0,3008,5400,False,False,False,False,False,False,False,False,False,False,False,True,11.0,False,False,False,False,False,2695000
692,2.0,515,True,2007.0,3491,8820,False,False,False,True,False,False,False,False,False,False,False,False,5.0,False,False,False,True,False,4040000
693,3.0,78,True,1961.0,5247,7707,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,2205000
694,3.0,80,True,1961.0,5080,2496,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2495000
696,2.0,49,True,1897.0,2664,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,5385000
697,2.0,46,True,1931.0,3062,0,False,False,False,False,False,False,True,False,False,False,True,False,2.0,False,False,False,True,False,3850000
700,2.0,50,True,2017.0,3828,0,False,False,False,False,False,False,False,False,False,False,False,False,15.0,False,False,False,False,False,1830000
701,2.0,48,True,2019.0,3358,360,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2200000
702,4.0,97,True,2016.0,4755,9000,True,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5400000
705,3.0,83,True,2009.0,4697,9523,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,3850000
706,2.0,45,True,1971.0,2711,7608,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,True,3830000
707,2.0,38,True,1931.0,1960,7424,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False,4000000
708,2.0,655,True,2008.0,4638,0,False,False,False,True,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,4450000
709,3.0,915,True,1988.0,6207,4800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1550000
710,2.0,59,True,1986.0,2712,9343,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3368000
713,3.0,744,True,1985.0,4782,7300,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2650000
714,3.0,78,True,1969.0,4058,0,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,True,False,5000000
715,3.0,68,True,1946.0,3697,8268,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,False,6900000
716,3.0,71,True,1985.0,5451,3600,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,1950000
717,4.0,909,True,1962.0,3876,2748,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2350000
719,1.0,36,True,1938.0,2181,9400,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,True,False,False,False,3900000
720,3.0,82,True,1940.0,5007,9996,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6350000
721,2.0,53,True,2016.0,2623,8972,False,True,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4200000
722,1.0,36,True,1937.0,2193,8076,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3995000
723,5.0,1388,True,1988.0,7042,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4000000
724,2.0,38,True,1939.0,3048,4300,False,False,False,False,False,True,False,False,False,False,True,False,1.0,False,False,False,False,False,2200000
725,2.0,685,True,1997.0,5356,3864,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2425000
726,3.0,61,True,2002.0,3544,0,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5525000
727,2.0,35,True,1901.0,2576,0,False,False,True,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,2400000
728,3.0,59,True,1922.0,5975,10496,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,True,False,False,False,4700000
729,2.0,625,True,1959.0,3732,0,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3650000
730,3.0,73,True,1964.0,4147,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2872000
731,3.0,715,True,1984.0,4217,19320,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2495000
732,2.0,63,True,1931.0,3229,8916,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4995000
733,4.0,89,True,2014.0,4830,0,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,7040000
734,1.0,355,True,1996.0,2452,0,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1535000
735,4.0,93,True,2019.0,5903,12600,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4420000
736,2.0,47,True,2022.0,3395,8604,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,2400000
737,4.0,108,True,1982.0,7471,6000,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2725000
738,3.0,69,True,1945.0,3116,4800,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,5100000
739,5.0,95,True,1959.0,6864,5400,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2850000
740,3.0,725,True,1993.0,6382,4824,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1375000
744,4.0,86,True,1952.0,6029,5100,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3050000
745,3.0,67,True,2017.0,4131,9120,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2900000
746,3.0,84,True,1969.0,5123,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1800000
747,4.0,117,True,2022.0,6900,6000,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,5695000
748,3.0,70,False,1949.0,4108,6600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6000000
749,2.0,62,True,1913.0,3455,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,5700000
750,3.0,80,True,1959.0,4096,3600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2180000
751,2.0,70,True,1951.0,3708,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2860000
752,5.0,119,True,2013.0,5984,7229,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,6500000
753,3.0,89,True,2004.0,6592,400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,7075000
754,5.0,124,True,1882.0,6198,12200,False,False,False,False,False,False,True,False,False,False,False,True,3.0,False,False,False,False,False,17000000
756,2.0,60,True,1889.0,2056,16500,False,False,False,False,False,False,False,False,False,True,False,False,2.0,False,False,False,False,False,7900000
757,2.0,635,True,2006.0,3890,6700,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3750000
758,2.0,40,True,1946.0,3171,5400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2700000
759,1.0,30,False,1899.0,1452,0,False,False,False,False,True,False,False,False,False,False,False,True,0.0,False,False,False,False,False,3250000
760,3.0,78,True,1970.0,4478,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3200000
761,3.0,78,True,1991.0,4269,6840,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2600000
762,2.0,49,True,1934.0,2422,5250,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,False,False,False,False,4100000
763,3.0,76,True,1924.0,4576,4200,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,True,False,7800000
766,3.0,83,True,1975.0,4683,9360,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,2400000
767,1.0,39,True,1938.0,2386,4800,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2295000
768,1.0,46,False,1929.0,1954,10300,False,False,False,False,False,False,False,True,False,False,False,True,0.0,False,False,False,False,False,4440000
769,3.0,113,True,1914.0,4837,10900,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,False,False,11250000
770,2.0,58,True,1954.0,4178,3600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3050000
771,4.0,1025,True,2017.0,5085,6480,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,True,False,12000000
773,2.0,49,True,1944.0,2363,5400,True,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,2645000
774,5.0,130,True,1888.0,5127,0,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,13600000
775,3.0,785,True,1973.0,4956,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,2100000
777,1.0,461,True,1896.0,2524,13892,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,1950000
778,2.0,38,True,1938.0,3222,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2500000
779,2.0,53,True,2017.0,3398,7000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4125000
780,3.0,74,True,1964.0,4601,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1915000
782,3.0,70,True,1948.0,4963,8340,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3450000
783,5.0,108,True,1895.0,6980,18708,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5850000
784,2.0,63,True,1954.0,3654,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,1500000
785,3.0,71,True,2008.0,3531,0,False,False,False,True,False,False,False,False,False,False,True,False,0.0,False,False,False,True,False,5300000
786,1.0,32,True,1960.0,2631,4560,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False,1250000
787,3.0,57,True,1951.0,2945,4176,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2770000
788,1.0,31,True,1952.0,1713,13860,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2000000
789,2.0,60,True,1913.0,2373,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5925000
790,2.0,53,True,2005.0,5544,8160,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,2600000
791,2.0,442,True,1937.0,3524,13950,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False,3335000
792,4.0,1095,True,1979.0,5252,10800,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3800000
793,1.0,41,True,1937.0,2282,4932,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2835000
796,2.0,385,True,1937.0,2849,0,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3350000
797,3.0,82,True,1990.0,6426,6588,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2700000
798,5.0,1165,True,1969.0,5620,6396,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,6100000
799,4.0,95,True,2017.0,5184,15872,False,False,True,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,7050000
801,2.0,49,True,1943.0,3805,0,False,False,False,False,False,False,False,False,False,False,True,False,3.0,True,False,False,False,False,1260000
802,1.0,35,True,1994.0,2336,4753,False,True,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False,2450000
803,3.0,72,True,1963.0,3286,4968,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2560000
804,2.0,435,True,1926.0,2160,0,False,False,False,False,False,False,False,True,False,False,False,True,1.0,False,False,False,False,False,4025000
805,3.0,71,True,1984.0,4707,6960,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2700000
806,2.0,59,True,2003.0,4618,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2195000
807,2.0,50,True,1927.0,3344,6953,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,True,False,False,False,5400000
808,2.0,425,True,1944.0,2674,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2700000
809,4.0,91,True,2009.0,5176,1793,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3200000
810,2.0,465,True,1967.0,2817,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2100000
811,4.0,84,True,1968.0,5504,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1610000
812,2.0,70,True,1910.0,3831,10596,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,True,False,5425000
814,2.0,595,True,1961.0,4031,4350,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2400000
815,2.0,579,True,1959.0,2298,7488,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2475000
818,2.0,57,True,1951.0,3571,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1800000
819,5.0,1283,True,1968.0,6856,2052,False,False,False,False,False,False,False,False,False,False,False,True,5.0,False,False,False,False,False,7500000
820,2.0,40,True,2021.0,2864,0,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,2975000
821,3.0,88,True,2013.0,4214,6000,False,False,False,False,False,False,False,False,False,False,False,False,8.0,True,False,False,False,False,8650000
822,2.0,61,True,1914.0,3146,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,True,False,False,False,5850000
823,3.0,75,True,1931.0,4737,10200,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,False,7900000
825,4.0,85,True,2017.0,5114,3600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2500000
828,2.0,37,True,1975.0,2901,0,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False,1595000
829,3.0,60,True,1950.0,3888,3500,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3750000
830,2.0,38,True,1930.0,1954,4868,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,False,False,3285000
831,3.0,68,True,2018.0,4363,4488,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2750000
832,2.0,435,True,1944.0,2752,5300,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2850000
833,3.0,76,True,1963.0,4334,7870,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2770000
834,3.0,61,True,1969.0,4707,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1850000
835,2.0,60,True,1958.0,3266,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3650000
836,3.0,755,True,1975.0,4614,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1945000
839,2.0,55,True,2021.0,3318,2220,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,2100000
840,3.0,64,True,1945.0,5086,0,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,3930000
841,1.0,30,True,1942.0,2942,5880,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2245000
842,2.0,41,True,1931.0,2666,0,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4800000
844,3.0,64,True,1925.0,4331,1500,False,False,False,False,False,False,False,True,False,False,False,True,3.0,False,False,False,False,False,6300000
846,1.0,31,True,2014.0,2868,4992,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False,1095000
847,1.0,42,True,2017.0,2434,3600,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2020000
848,2.0,525,True,1968.0,3010,6600,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2295000
851,3.0,73,True,2018.0,4198,4800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3100000
852,2.0,36,True,1940.0,2572,5400,False,False,False,False,False,True,False,False,False,False,False,False,4.0,False,False,False,False,False,2775000
855,2.0,445,True,1933.0,2772,0,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4575000
856,2.0,55,True,1884.0,2491,8400,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6150000
857,1.0,22,True,1938.0,1907,3000,False,False,False,False,True,False,False,False,False,False,True,False,0.0,False,False,False,True,False,2200000
858,5.0,97,False,1958.0,6279,6600,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2900000
860,2.0,34,True,1906.0,2435,6000,False,False,False,False,False,False,False,True,False,False,True,False,4.0,False,False,False,False,False,4000000
861,2.0,38,True,1898.0,1256,4400,False,False,False,False,False,False,False,True,False,False,True,False,4.0,False,False,False,False,False,4300000
862,2.0,615,True,1963.0,3243,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1600000
863,3.0,80,True,2013.0,4669,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,7195000
865,1.0,26,True,1939.0,1641,3200,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,2860000
866,3.0,81,True,1978.0,3505,0,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,6850000
867,2.0,59,True,1971.0,3815,9588,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False,1795000
868,3.0,72,True,2018.0,4134,0,False,False,False,False,False,False,False,False,False,False,False,True,9.0,False,False,False,False,False,4100000
869,2.0,62,True,2019.0,3381,0,False,False,False,True,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,5210000
