,number_of_rooms,area_size,has_elevator,year_built,annual_fee_sek,annual_cost_sek,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri,price_sold_sek
1164,2.0,44,True,1938.0,2384,6120,False,False,False,False,False,True,False,False,False,False,False,False,3.0,False,False,True,False,False,3120000
1165,2.0,55,True,2019.0,3380,12000,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,True,False,2498000
1168,2.0,625,True,1991.0,6508,5880,False,False,False,False,False,False,True,False,False,False,False,False,4.0,True,False,False,False,False,5200000
1169,1.0,365,True,1964.0,2090,0,False,False,False,False,False,False,False,False,False,False,True,False,-1.0,False,False,False,False,False,2075000
1170,2.0,46,True,2019.0,3482,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3400000
1171,3.0,73,True,1927.0,3359,9360,False,False,False,False,False,False,False,True,False,False,False,False,2.0,True,False,False,False,False,6950000
1172,2.0,44,True,1934.0,2080,7360,False,False,False,False,False,False,False,False,False,False,True,False,0.0,True,False,False,False,False,3295000
1173,4.0,83,True,2021.0,5094,11650,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2825000
1174,4.0,93,True,2016.0,5973,9000,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4795000
1175,2.0,43,True,1944.0,3032,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2500000
1176,3.0,114,True,1992.0,7298,6000,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6900000
1177,3.0,68,True,1955.0,5116,6457,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,3025000
1178,3.0,80,True,2010.0,3518,12972,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6590000
1179,2.0,58,True,1930.0,2999,8840,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False,5000000
1181,1.0,24,True,2021.0,2040,4308,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,2050000
1182,1.0,44,True,1953.0,3384,3000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1575000
1183,2.0,52,True,1948.0,3657,5256,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3625000
1184,1.0,35,True,1940.0,2565,11160,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2300000
1185,4.0,89,True,1964.0,5711,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2085000
1186,3.0,64,True,2016.0,3533,0,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3000000
1187,3.0,83,True,1986.0,5074,3078,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2880000
1189,2.0,652,True,1966.0,3527,6300,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1900000
1190,4.0,82,True,2016.0,4487,11500,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,7650000
1191,5.0,143,True,1926.0,6346,11976,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,8200000
1192,3.0,76,True,1973.0,4330,6720,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,1685000
1193,4.0,81,True,2014.0,5808,9000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2000000
1194,1.0,35,True,2020.0,2529,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1795000
1195,2.0,36,True,1935.0,2051,8350,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2900000
1196,2.0,42,True,1938.0,2678,4500,False,False,False,False,False,True,False,False,False,False,False,False,4.0,False,False,False,False,False,3060000
1197,3.0,715,True,1959.0,4509,6720,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1995500
1198,1.0,315,True,1925.0,2274,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,3090000
1199,2.0,55,True,1912.0,2274,5301,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,False,False,5350000
1202,3.0,753,True,1972.0,3865,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1250000
1203,2.0,59,True,2020.0,3933,5500,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2900000
1205,3.0,78,True,1985.0,3582,6500,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3400000
1206,5.0,107,True,2016.0,6807,3600,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,5250000
1207,3.0,69,True,1952.0,5084,9624,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,True,False,3990000
1209,1.0,30,True,1930.0,1589,9180,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,False,False,3200000
1210,3.0,69,True,1954.0,3928,7200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2800000
1211,4.0,1028,True,1999.0,6361,18000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3400000
1212,4.0,89,True,1971.0,6614,4200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1650000
1213,1.0,27,True,1934.0,2014,6468,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2650000
1214,2.0,47,True,1990.0,3494,10296,False,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,2220000
1215,3.0,72,True,1959.0,4842,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1750000
1216,4.0,96,True,2013.0,6252,11160,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4995000
1221,4.0,94,True,1982.0,7080,6600,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2250000
1222,2.0,35,True,2019.0,3474,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1810000
1223,1.0,31,False,1912.0,1361,0,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2520000
1224,2.0,58,True,1952.0,4505,6600,False,False,False,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,2900000
1225,1.0,385,True,1926.0,2335,0,False,False,False,False,False,False,True,False,False,False,False,True,2.0,False,False,False,False,False,3525000
1227,3.0,61,False,1912.0,4119,0,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,5420000
1228,3.0,72,True,1949.0,4243,7800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3995000
1229,2.0,61,True,1990.0,4436,15600,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1895000
1230,3.0,915,True,1985.0,6072,25488,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2055000
1231,2.0,53,True,2013.0,3591,6598,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2050000
1232,3.0,80,True,2014.0,5260,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3500000
1233,1.0,40,True,1959.0,2608,3600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1460000
1234,3.0,76,True,2017.0,4119,3600,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1900000
1235,4.0,834,True,1965.0,4507,7692,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2125000
1237,1.0,31,True,1932.0,2556,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2700000
1238,2.0,595,True,1984.0,4145,6240,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2200000
1239,5.0,174,False,1901.0,7494,0,False,False,False,False,False,False,False,False,False,True,False,True,2.0,False,False,False,False,False,23300000
1240,3.0,81,True,1967.0,3717,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,5475000
1241,3.0,77,True,1946.0,5218,5600,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5025000
1242,1.0,28,True,1931.0,1844,5880,False,False,False,False,False,False,True,False,False,False,True,False,3.0,True,False,False,False,False,2785000
1244,2.0,505,True,1997.0,4450,4800,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2500000
1245,3.0,65,True,1939.0,4019,12120,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,5500000
1246,2.0,61,True,1991.0,4022,6000,False,False,False,False,False,False,True,False,False,False,False,False,6.0,False,False,False,False,False,5675000
1247,3.0,58,True,1881.0,2312,4500,False,False,False,False,False,False,False,False,False,True,False,False,3.0,False,False,False,False,False,8300000
1248,3.0,915,True,1973.0,4222,6600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5530000
1249,4.0,73,True,1962.0,4612,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3175000
1250,3.0,855,True,2014.0,5143,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,7300000
1251,2.0,59,True,2023.0,3762,6490,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,3910000
1252,1.0,285,True,1934.0,2618,0,False,False,False,False,True,False,False,False,False,False,True,False,6.0,False,False,False,False,False,3000000
1253,3.0,76,True,1960.0,4384,3600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3030000
1256,4.0,124,True,1924.0,4585,0,False,False,False,False,False,False,True,False,False,False,True,False,4.0,False,False,False,True,False,12300000
1257,2.0,62,True,1984.0,4527,10820,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1940000
1260,1.0,28,True,1938.0,1645,0,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2990000
1261,5.0,1225,True,1982.0,6351,8075,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,False,False,False,False,4990000
1262,4.0,92,True,1967.0,4206,0,False,False,False,False,False,False,True,False,False,False,False,False,8.0,False,False,False,True,False,8850000
1263,2.0,375,True,1936.0,2394,5600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4460000
1269,1.0,225,True,1955.0,1862,3000,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,1450000
1270,2.0,62,True,1926.0,2195,5500,False,False,False,False,False,False,False,True,False,False,False,True,5.0,False,False,False,False,False,5900000
1271,5.0,184,False,1979.0,8910,0,False,False,False,False,False,False,False,False,False,True,False,True,1.0,False,False,False,False,False,20000000
1273,4.0,130,True,1898.0,5717,0,False,False,False,False,False,False,False,False,False,True,True,False,1.0,False,False,False,False,False,13800000
1274,2.0,65,True,2017.0,3250,7200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,6200000
1275,4.0,105,False,1922.0,6434,19800,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,9600000
1276,3.0,54,False,1946.0,4200,5700,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3640000
1277,2.0,52,True,1942.0,3066,8000,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,4450000
1279,2.0,45,True,1945.0,2854,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2995000
1280,3.0,85,True,1910.0,4088,0,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False,10225000
1281,2.0,625,True,2002.0,5020,0,False,False,False,False,False,False,False,False,False,False,False,True,-1.0,False,False,False,False,False,3540000
1283,3.0,65,True,1913.0,3312,6960,False,False,False,False,False,False,True,False,False,False,False,False,4.0,False,False,False,True,False,7800000
1284,3.0,90,True,1991.0,7258,4200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1100000
1285,2.0,48,True,2023.0,3718,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2800000
1286,2.0,54,True,2019.0,4230,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,2950000
1287,3.0,90,True,1932.0,4919,8868,False,False,False,False,False,False,False,False,False,True,False,False,5.0,False,False,False,False,False,10200000
1289,3.0,73,True,1976.0,4240,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1960000
1290,3.0,74,True,2015.0,4743,7944,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2450000
1291,2.0,61,True,1934.0,3522,0,False,False,False,False,False,False,False,True,False,False,False,False,5.0,False,False,False,False,False,7250000
1292,2.0,38,True,1931.0,2126,1044,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False,3350000
1294,3.0,79,True,1882.0,2276,9000,False,False,False,False,False,False,False,True,False,False,True,False,2.0,False,False,False,False,False,7850000
1296,2.0,56,True,1940.0,4382,7476,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2440000
1297,4.0,112,True,2020.0,7519,7200,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6100000
1298,2.0,58,True,1958.0,3625,4800,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2250000
1299,4.0,81,True,2015.0,5012,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2650000
1301,3.0,77,True,1961.0,5250,9585,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,3400000
1302,2.0,45,True,2018.0,3174,5340,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1795000
1303,2.0,42,True,1934.0,3730,7800,False,False,False,False,True,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4260000
1304,4.0,68,True,1944.0,4976,9563,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4575000
1305,1.0,44,True,2008.0,3416,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1800000
1306,1.0,40,True,1958.0,2617,0,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,True,False,1845000
1308,2.0,42,True,1896.0,2091,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,4650000
1309,2.0,515,True,2020.0,2841,0,False,False,False,True,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,3800000
1310,3.0,736,True,1958.0,4478,4188,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2500000
1311,2.0,688,True,1971.0,4322,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1495000
1312,2.0,54,True,1913.0,2506,6000,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,True,False,6500000
1314,2.0,53,True,2018.0,3291,7100,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,3650000
1318,4.0,92,True,1955.0,5933,1800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1850000
1319,3.0,77,True,1973.0,4524,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,1825000
1320,2.0,505,True,2017.0,3866,5628,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2300000
1322,4.0,87,True,1965.0,4361,10400,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,8325000
1323,2.0,565,True,1948.0,2828,3000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3500000
1324,2.0,39,True,1938.0,2488,4200,False,False,False,False,False,True,False,False,False,False,False,False,3.0,False,False,False,False,False,2820000
1325,2.0,48,True,1943.0,3349,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3950000
1326,2.0,495,True,1998.0,3076,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1600000
1327,2.0,37,True,1884.0,2762,9900,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False,4025000
1328,2.0,65,True,1970.0,4468,4200,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,1845000
1329,2.0,41,True,1929.0,2766,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,5575000
1330,1.0,24,True,1930.0,1610,3096,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False,2780000
1332,3.0,77,True,1889.0,3076,0,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,False,False,8550000
1333,1.0,365,True,1979.0,2897,0,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,False,False,1390000
1335,3.0,77,True,1978.0,3445,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4325000
1336,2.0,655,True,2015.0,4056,6981,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2000000
1338,1.0,45,True,1969.0,3186,4884,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1300000
1339,1.0,23,True,2020.0,1824,0,False,False,False,False,False,False,False,False,False,False,True,False,3.0,True,False,False,False,False,1395000
1340,2.0,56,True,1885.0,3657,2400,False,False,False,False,False,False,False,True,False,False,False,False,3.0,False,False,False,False,False,5750000
1342,3.0,78,True,2009.0,3444,10560,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6335000
1343,2.0,54,True,1952.0,4136,5844,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,2970000
1346,2.0,53,True,1956.0,3141,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False,1625000
1347,2.0,48,True,1944.0,3752,7320,False,False,False,False,False,False,True,False,False,False,False,False,6.0,True,False,False,False,False,4125000
1348,1.0,345,True,2001.0,2686,2532,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,1050000
1349,2.0,64,True,2014.0,3550,5400,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3800000
1350,2.0,575,True,2016.0,3349,7350,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4350000
1351,3.0,89,True,1907.0,4753,0,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,11150000
1352,3.0,74,True,1950.0,4224,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3075000
1353,2.0,73,True,1931.0,3902,0,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False,7405000
1355,3.0,70,True,1962.0,4454,4668,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False,1630000
1357,1.0,26,False,1930.0,571,4200,False,False,False,False,True,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2900000
1358,2.0,66,True,1950.0,5612,0,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False,2940000
1359,3.0,78,True,1959.0,3824,6600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5200000
1360,3.0,70,True,1955.0,4060,8000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3100000
1361,3.0,66,True,1962.0,4305,0,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1650000
1362,3.0,74,True,1995.0,4278,2484,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2700000
1363,4.0,97,True,1971.0,6273,11880,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3150000
1364,2.0,605,True,2011.0,4203,4800,False,False,False,False,False,False,False,False,True,False,False,False,4.0,False,False,False,False,False,3900000
1367,3.0,53,True,2017.0,3345,0,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2195000
1369,2.0,55,True,2014.0,3811,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,2350000
1370,2.0,475,True,2008.0,3659,4440,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2600000
1371,3.0,89,True,2012.0,3555,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,9700000
1372,4.0,85,True,2016.0,5064,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,4000000
1373,2.0,573,True,1959.0,3285,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1820000
1375,4.0,115,True,2010.0,5152,10740,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,11700000
1376,2.0,58,True,1906.0,2190,18400,False,False,False,False,False,False,False,True,False,False,False,False,3.0,False,False,False,False,False,7050000
1377,2.0,68,True,1969.0,3744,9769,False,False,False,False,False,False,True,False,False,False,False,False,3.0,True,False,False,False,False,4700000
1378,3.0,69,True,1959.0,2717,9240,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,3900000
1379,2.0,735,True,2022.0,3883,2400,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,5795000
1380,3.0,71,True,1885.0,2640,11124,False,False,False,False,False,False,False,True,False,False,False,False,3.0,False,False,False,False,False,8550000
1382,1.0,18,True,1970.0,1128,1440,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,960000
1383,2.0,48,True,1974.0,2388,6000,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,False,False,4295000
1384,2.0,625,False,1970.0,3995,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2630000
1385,5.0,137,True,2013.0,8361,10200,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,7000000
1386,5.0,203,True,1916.0,10000,0,False,False,False,False,False,False,False,False,False,True,False,False,1.0,False,False,False,False,False,25600000
1387,1.0,26,False,1954.0,1676,4560,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1375000
1388,2.0,62,True,1911.0,3509,6556,False,False,False,False,False,False,False,False,False,False,True,False,6.0,True,False,False,False,False,5825000
1389,2.0,52,True,1947.0,3486,0,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2875000
1395,3.0,63,True,1940.0,3884,7992,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5850000
1398,2.0,555,True,2017.0,3251,5940,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3250000
1399,1.0,50,True,1889.0,2674,6500,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,True,5750000
1400,2.0,50,True,2016.0,4151,8640,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2200000
1401,4.0,1027,True,1988.0,5425,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4720000
1402,3.0,84,True,1973.0,4765,4632,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,2210000
1403,2.0,64,True,2015.0,4416,5400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3200000
1404,4.0,93,True,2009.0,5251,0,False,False,False,True,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6750000
1406,4.0,113,True,2019.0,7037,0,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,6800000
1408,3.0,85,True,1977.0,5743,0,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1950000
1409,1.0,31,True,2014.0,2182,8500,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1895000
1410,2.0,58,True,1934.0,2217,0,False,False,False,False,True,False,False,False,False,False,False,True,3.0,False,False,False,False,False,5800000
1411,2.0,60,True,1966.0,3769,6600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2775000
1413,1.0,27,True,1945.0,1739,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2120000
1414,4.0,105,True,1898.0,5649,12000,False,False,False,False,False,False,False,True,False,False,False,True,1.0,False,False,False,False,False,13200000
1416,1.0,465,True,1989.0,3581,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,1930000
1417,2.0,54,True,2011.0,3414,4200,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2220000
1418,5.0,120,True,1928.0,4931,17000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,12150000
1420,4.0,100,False,1928.0,4938,3800,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,11250000
1421,4.0,772,True,1958.0,5034,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2475000
1422,2.0,54,True,1993.0,3763,3000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2025000
1423,3.0,61,True,1934.0,4445,0,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,True,False,5850000
1424,2.0,64,True,1887.0,3987,6600,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,True,7550000
1425,2.0,40,True,1944.0,2054,6564,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2560000
1426,4.0,110,True,1932.0,3741,4600,False,False,False,False,True,False,False,False,False,False,True,False,0.0,False,False,False,False,True,10650000
1427,3.0,485,True,1942.0,3402,3240,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2800000
1428,1.0,33,True,2014.0,1967,3060,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,1550000
1431,3.0,755,True,2019.0,4926,8680,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3275000
1432,2.0,51,True,2014.0,2597,9120,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,False,False,False,False,3300000
1434,3.0,745,True,1956.0,4449,4500,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2620000
1435,1.0,295,True,1928.0,2034,0,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False,2940000
1436,2.0,56,True,2018.0,3747,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,True,False,False,2580000
1438,2.0,68,True,1968.0,4713,5400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1825000
1439,3.0,58,True,1944.0,4568,9360,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,3000000
1440,1.0,315,True,2023.0,2330,2748,False,False,False,False,False,False,False,True,False,False,False,False,6.0,False,False,False,False,False,2900000
1441,4.0,1056,True,2009.0,6623,9024,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4370000
1442,1.0,28,True,1929.0,1682,6384,False,False,False,False,False,False,False,True,False,False,False,True,4.0,False,False,False,False,False,3210000
1444,3.0,60,True,2020.0,3118,7536,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1500000
