,address,region,date_sold,price_sold_sek,price_listed_sek,price_square_meter_sek,residence_type,number_of_rooms,area_size,balcony,floor_number,elevator,year_built,annual_fee_sek,annual_cost_sek,broker_name,brokerage_firm,date_scraped
540,"Solnavägen 29G, 6tr","Solna Centrum, Solna kommun",2023-11-06,2320000,2345000.0,72500,Lägenhet,1.0,32,Ja,6 av 9,True,2023.0,2899,5880,Jimi Bennet,Erik Olsson Nyproduktion
541,Bjursätragatan 104 1tr,Rågsved,2023-11-06,1595000,1595000.0,38902,Lägenhet,1.0,41,Unknown,1 av 3,False,1959.0,2831,6000,Ola Åkerberg,BOSTHLM
542,Snickarevägen 1A,"Edsviken, Sollentuna kommun",2023-11-06,3700000,3600000.0,41111,Lägenhet,4.0,90,Ja,2 av 3,True,1953.0,4063,660,Alexander Lahdo,Länsförsäkringar Fastighetsförmedling Sollentuna
543,Gullmarsvägen 12,"Gullmarsplan, Johanneshov, Stockholms kommun",2023-11-06,3425000,3195000.0,64623,Lägenhet,3.0,53,Ja,1 av 7,True,1946.0,3749,0,Sanna  Pickelner,Svenska Mäklarhuset Johanneshov
544,Beckomberga Allé 16,"Bromma / Beckomberga, Stockholms kommun",2023-11-06,3850000,3750000.0,50658,Lägenhet,3.0,76,Ja,4 av 5,True,2010.0,5125,13577,Linnea Ragnevad,Svenska Mäklarhuset Bromma
545,Bällstavägen 242A,"Beckomberga, Stockholms kommun",2023-11-06,2900000,3250000.0,38667,Lägenhet,3.0,75,Ja,2 av 3,True,1984.0,4434,6540,Malou Maxe,Mäklarhuset Bromma
546,Bergavägen 74,"Åkersberga Centralt, Österåkers kommun",2023-11-06,2200000,2150000.0,52381,Lägenhet,2.0,42,Ja,2 av 4,True,2010.0,3814,5000,Pege Abrahamsson,HusmanHagberg Österåker
547,Paternostervägen 70,"Hammarbyhöjden, Stockholms kommun",2023-11-06,2500000,2295000.0,60976,Lägenhet,1.0,41,Ja,1 av 3,True,1952.0,2831,4800,Erik Åkerberg,Mäklarhuset Hammarbyhöjden
548,"Rörstrandsgatan 32A, gårdshus",Vasastan,2023-11-06,6650000,6800000.0,107258,Lägenhet,2.0,62,Ja,1 av 4,True,1906.0,2879,14600,Caroline Hanell,SJÖMAN\FRISK
549,Kirunagatan 52,Vällingby,2023-11-05,2210000,2195000.0,38103,Lägenhet,2.0,58,Ja,1 av 3,True,1954.0,3131,0,Emil Johnsson,Notar
550,"Rörstrandsgatan 32A, gårdshus",Vasastan,2023-11-06,6650000,6800000.0,107258,Lägenhet,2.0,62,Ja,1 av 4,True,1906.0,2879,14600,Caroline Hanell,SJÖMAN\FRISK
551,Kirunagatan 52,Vällingby,2023-11-05,2210000,2195000.0,38103,Lägenhet,2.0,58,Ja,1 av 3,True,1954.0,3131,0,Emil Johnsson,Notar
552,Ribby allé 94,"Västerhaninge, Haninge kommun",2023-11-05,3510000,3195000.0,40438,Lägenhet,3.0,868,Ja,1,True,2015.0,6886,0,Andreas Stensåsen,Notar
553,"Grindtorps skolgränd 28, 5 tr","Täby Centrum, Täby kommun",2023-11-05,2860000,2995000.0,55000,Lägenhet,2.0,52,Ja,5 av 7,True,2017.0,3695,7860,Caroline Sabouri,Länsförsäkringar Fastighetsförmedling Täby
554,Kulfångsgatan 4,"Vendelsömalm, Haninge kommun",2023-11-05,1595000,1595000.0,20714,Lägenhet,2.0,77,Ja,4,True,1992.0,5361,9950,Gullus Uzel,Fastighetsbyrån Haninge
555,Uppfartsvägen 5,"Råsunda, Solna kommun",2023-11-05,2760000,2395000.0,72632,Lägenhet,1.0,38,Ja,4,True,1939.0,2928,4800,Pasha Sabouri,Notar
556,"Skarpbrunnavägen 131, 1 tr PRISSÄNKT!",Botkyrka,2023-11-05,1900000,2195000.0,20430,Lägenhet,4.0,93,Ja,1 av 1,True,1977.0,6094,0,Emanuel Turgay,Fastighetsbyrån Norra Botkyrka
557,Optikvägen 8C,"Dalénum, Lidingö kommun",2023-11-05,3700000,3700000.0,84091,Lägenhet,2.0,44,Ja,4 av 4,True,2021.0,3395,0,Wilhelm Ericsson,HusmanHagberg Lidingö
558,"Teknologgatan 7A, 3+4 tr",Vasastan,2023-11-05,9850000,9990000.0,98500,Lägenhet,4.0,100,Ja,4 av 4,True,1882.0,5708,6600,Martin Monko,Notar
559,"Grindtorps skolgränd 26, 4 tr.","Täby Centrum, Täby kommun",2023-11-05,4110000,4100000.0,52025,Lägenhet,3.0,79,Ja,4 av 7,True,2016.0,4257,8100,Caroline Sabouri,Länsförsäkringar Fastighetsförmedling Täby
560,"Nina einhorns gata 4, 11tr",Vasastan,2023-11-05,6125000,6390000.0,92803,Lägenhet,3.0,66,Ja,11,True,2018.0,3824,0,Martin Monko,Notar
561,Stationsvägen 22,"Roslags Näsby, Täby kommun",2023-11-05,2050000,1995000.0,58571,Lägenhet,1.0,35,Unknown,5,True,20222023.0,2874,6500,Daniel Anderson,Fastighetsbyrån Täby
562,Hökmossvägen 2C,"Centralt, Nykvarns kommun",2023-11-05,1725000,1895000.0,34500,Lägenhet,2.0,50,Unknown,1 av 3,True,1955.0,2677,3000,Cajsa Qvarfordt,Svensk Fastighetsförmedling Södertälje
563,Rondellen 1,"Järfälla, Järfälla kommun",2023-11-05,1350000,1495000.0,31765,Lägenhet,1.0,425,Unknown,2 av 3,True,,3611,0,Lise Frosth,Svensk Fastighetsförmedling Järfälla
564,Frövigatan 6,"Hagsätra, Stockholms kommun",2023-11-05,1900000,1850000.0,35849,Lägenhet,2.0,53,Unknown,1 av 3,True,1958.0,3050,6600,Oscar Bergman,SkandiaMäklarna Älvsjö/Årsta
565,"Frejgatan 25, 3tr.","Vasastan, Stockholms kommun",2023-11-05,6800000,6995000.0,115254,Lägenhet,2.0,59,Ja,3,True,1903.0,3170,7140,Alma Ewéo,SkandiaMäklarna Stockholm Vasastan
566,Norrskensbacken 1A,"Solhöjden, Stockholms kommun",2023-11-05,2300000,1975000.0,21495,Lägenhet,4.0,107,Unknown,1 av 4,True,2000.0,7434,5016,Tommy Andersson,Svensk Fastighetsförmedling Vällingby/Hässelby/Spånga
567,Tegelviksgatan 69,"Södermalm, Stockholms kommun",2023-11-05,6000000,5495000.0,82192,Lägenhet,3.0,73,Ja,4,True,1996.0,5872,4800,Oscar Hedensjö,BOSTHLM
568,Marknadsvägen 175,"Täby Centrum, Täby kommun",2023-11-05,3600000,3395000.0,40000,Lägenhet,4.0,90,Ja,3 av 3,True,1968.0,4931,14628,Gabriella Ulvefeldt,Länsförsäkringar Fastighetsförmedling Täby
569,"Liljeholmstorget 6, 6tr","Liljeholmen, Stockholms kommun",2023-11-05,7550000,7695000.0,69266,Lägenhet,4.0,109,Ja,6 av 6,True,2004.0,4516,0,Erik Lundkvist,Widerlöv Kungsholmen
570,Hälsingegatan 9,"Vasastan, Stockholms kommun",2023-11-05,12650000,10950000.0,143750,Lägenhet,3.0,88,Ja,2 av 5,True,1901.0,4048,8600,Elisabet Stigård,Wrede Fastighetsmäkleri
571,Båtbyggargatan 62,"Hammarby Sjöstad, Stockholms kommun",2023-11-05,5600000,5995000.0,67470,Lägenhet,3.0,83,Ja,3,True,,5378,0,Daniel Åberg,Mäklarhuset Hammarby Sjöstad
572,Finnboda varvsväg 10C,"Finnboda Hamn, Nacka kommun",2023-11-05,5400000,5495000.0,64286,Lägenhet,4.0,84,Ja,1,True,2014.0,4967,6000,Jennifer Girhammar,Bjurfors Nacka
573,Runiusgatan 1,Kungsholmen,2023-11-05,5250000,5395000.0,70000,Lägenhet,3.0,75,Unknown,0,False,1931.0,3218,4800,Zolle Baleng,Mäklarhuset Essingen
574,Milstensvägen 21,"Ursvik, Sundbybergs kommun",2023-11-04,3525000,3395000.0,42988,Lägenhet,3.0,82,Ja,2 av 2,True,,4588,0,Gabriel Mirza,HusmanHagberg Sundbyberg
575,Tunnlandsvägen 44,Bromma,2023-11-04,3170000,2895000.0,60962,Lägenhet,2.0,52,Ja,3 av 3,True,1943.0,2460,8160,Daniel Andersson,Bjurfors Bromma
576,Tomtebogatan 39A,Vasastan,2023-11-04,3995000,3995000.0,102436,Lägenhet,1.0,39,Unknown,Unknown,False,1911.0,1986,12000,Robert Ljungström,Fastighetsbyrån Stockholm - Vasastan
577,Centralvägen 14 A,"Centrum, Vallentuna kommun",2023-11-04,3750000,3995000.0,30000,Lägenhet,5.0,125,Unknown,1 av 5,True,2022.0,8426,3400,Erik Laggar,Fastighetsbyrån Vallentuna
578,Svedalavägen 12,"Björkhagen, Stockholms kommun",2023-11-04,7300000,7500000.0,80220,Lägenhet,3.0,91,Ja,2,True,2003.0,6004,0,Daniel Aslan,Hjorth Fastighetsförmedling
579,Pontonjärgatan 16,Kungsholmen,2023-11-04,5375000,5495000.0,97727,Lägenhet,2.0,55,Nej,0,True,1931.0,3382,6948,Vilhelm Åman,Bjurfors Kungsholmen
580,Enskedevägen 166,"Svedmyra, Stockholms kommun",2023-11-04,5100000,4995000.0,63750,Lägenhet,3.0,80,Unknown,1 av 5,True,2018.0,4755,2640,Sebastian Andersson,Fastighetsbyrån Enskede
581,Wilhelm Kåges gata 100,"Porslinskvarteren, Värmdö kommun",2023-11-04,1950000,2000000.0,55714,Lägenhet,1.0,35,Ja,1 av 3,True,2022.0,2678,3000,Morgan Flodman,Widerlöv Nacka/Värmdö
582,Sankt Göransgatan 152,Kungsholmen,2023-11-04,4100000,4275000.0,67213,Lägenhet,2.0,61,Ja,2 av 7,True,1967.0,3261,7200,Niklas Jonasson,Bjurfors Kungsholmen
583,Ulvsättragränd 1,"Kallhäll, Järfälla kommun",2023-11-04,1695000,1795000.0,31682,Lägenhet,2.0,535,Ja,2 av 5,True,2017.0,3619,9472,Ahmed Waad,Fastighetsbyrån Järfälla
584,Götgatan 14A,"Grossgärdet, Norrtälje kommun",2023-11-04,2800000,2650000.0,30769,Lägenhet,4.0,91,Ja,3 av 3,True,1954.0,4433,12036,Matilda Tengheden,MOHV Norrtälje
585,Idegransgången 10,"Fornudden/Persudde, Tyresö kommun",2023-11-04,1700000,1650000.0,42500,Lägenhet,1.0,40,Ja,2 av 2,True,1989.0,2598,9500,Daniel Sjödin,Svenska Mäklarhuset Tyresö
586,Sandtäktsvägen 15,"Mörtnäs, Värmdö kommun",2023-11-04,4875000,4990000.0,44931,Lägenhet,4.0,1085,Unknown,1 av 5,True,2017.0,5802,12972,Henrik Johansson,SkandiaMäklarna Värmdö
587,Elin Wägners gata 29 A,"Fruängen, Stockholms kommun",2023-11-04,2370000,2150000.0,62368,Lägenhet,1.0,38,Unknown,Unknown,False,1958.0,1251,6356,Christofer Svensson,Fastighetsbyrån Hägersten/Älvsjö
588,"Norr Mälarstrand 56, 4tr",Kungsholmen,2023-11-04,6570000,6950000.0,99545,Lägenhet,2.0,66,Unknown,4 av 7,True,1931.0,2730,3600,Anna Havborg,Karlsson & Uddare AB
589,"Furusundsgatan 6, 4tr",Gärdet,2023-11-04,4750000,4800000.0,91346,Lägenhet,2.0,52,Ja,4 av 5,True,1938.0,3979,3840,Sandra Hansson,Notar
590,"Pingstvägen 19, vån 3","Midsommarkransen, Stockholms kommun",2023-11-04,3410000,3095000.0,66863,Lägenhet,2.0,51,Unknown,3 av 3,False,1939.0,3386,7200,Rebecca Steene,BOSTHLM Hägersten/Liljeholmen
591,"Kungsklippan 22, 8 tr","Kungsholmen, Stockholms kommun",2023-11-04,3800000,3750000.0,100000,Lägenhet,2.0,38,Ja,8 av 9,True,1935.0,3440,0,Adrian Pekul,Mäklarhuset Stockholm Innerstan
592,"Önologgatan 1, 1tr","Liljeholmskajen, Stockholms kommun",2023-11-04,5450000,5595000.0,102830,Lägenhet,2.0,53,Ja,1,True,2022.0,1237,9030,Mourad Tajiou,Notar
593,Maria skolgata 93,"Södermalm, Stockholms kommun",2023-11-04,5750000,5495000.0,95833,Lägenhet,3.0,60,Nej,2 av 19,True,2021.0,4065,0,Charlotta Larsson,Tradition Mäkleri
594,Fogdevreten 4,"Karolinska, Solna kommun",2023-11-04,2100000,1995000.0,61765,Lägenhet,1.0,34,Nej,2 av 4,True,1972.0,2150,4344,Emma Vallin,Notar
595,"Furusundsgatan 16, 5tr",Gärdet,2023-11-04,5400000,5200000.0,94737,Lägenhet,2.0,57,Ja,Unknown,False,1938.0,2743,0,Mourad Tajiou,Notar
596,"Selmedalsringen 18, vån 6","Hägerstenshamnen/Örnsberg, Stockholms kommun",2023-11-04,7500000,7750000.0,70755,Lägenhet,4.0,106,Ja,6 av 8,True,1990.0,6030,8500,Johan Lundberg,HusmanHagberg Hägersten
597,Gribbylundsvägen 78A,"Gribbylund, Täby kommun",2023-11-04,2100000,2195000.0,32110,Lägenhet,3.0,654,Ja,1 av 3,True,,5164,2160,Kais Ghedamsi,Mäklarhuset Täby & Danderyd
598,"Ynglingagatan 17, 4tr","Vasastan, Stockholms kommun",2023-11-04,15250000,15500000.0,92424,Lägenhet,3.0,165,Ja,4 av 5,True,,8209,7200,Tina Engström,Bjurfors Vasastan
599,"Steningevägen 3, 6tr","Årsta / Gullmarsplan, Stockholms kommun",2023-11-04,5200000,5250000.0,76471,Lägenhet,3.0,68,Ja,Unknown,False,1947.0,3897,0,Annika Oveby,Notar
600,"Ynglingagatan 17, 4tr","Vasastan, Stockholms kommun",2023-11-04,15250000,15500000.0,92424,Lägenhet,3.0,165,Ja,4 av 5,True,,8209,7200,Tina Engström,Bjurfors Vasastan
601,"Steningevägen 3, 6tr","Årsta / Gullmarsplan, Stockholms kommun",2023-11-04,5200000,5250000.0,76471,Lägenhet,3.0,68,Ja,Unknown,False,1947.0,3897,0,Annika Oveby,Notar
602,Auravägen 13,"Djursholm, Danderyds kommun",2023-11-03,13850000,13995000.0,88217,Lägenhet,6.0,157,Nej,1 av 2,True,1886.0,7049,10000,Valerie Petrova,Historiska Hem
603,Fridensborgsvägen 113,"Järvastaden, Solna kommun",2023-11-03,3110000,2995000.0,58679,Lägenhet,2.0,53,Ja,Unknown,False,,3083,0,Marcus Löwenhoff,Länsförsäkringar Fastighetsförmedling Solna
604,"Tomtebogatan 49A, 3 tr",Vasastan,2023-11-03,10100000,9950000.0,120238,Lägenhet,3.0,84,Ja,3,True,1906.0,5278,0,Joseph Rashid,Fastighetsbyrån Stockholm - Vasastan
605,"Sköntorpsvägen 104, 3/3tr","Årsta, Stockholms kommun",2023-11-03,4830000,3995000.0,74308,Lägenhet,3.0,65,Ja,3 av 3,True,1945.0,3465,8888,Robert Kassar,Fastighetsbyrån Årsta
606,"Frejgatan 45, 4 tr","Vasastan, Stockholms kommun",2023-11-03,8750000,8695000.0,113636,Lägenhet,3.0,77,Ja,4 av 6,True,1927.0,4804,8400,William Lindvall,Alicia Edelman Vasastan/Norrmalm
607,Helgagatan 36 N,"Katarina, Stockholms kommun",2023-11-03,4600000,4250000.0,100000,Lägenhet,1.0,46,Ja,Unknown,False,1927.0,2922,12092,Max Calland,Fastighetsbyrån Stockholm - Södermalm
608,Uppfartsvägen 4,"Gamla Råsunda, Solna kommun",2023-11-03,2900000,2695000.0,65909,Lägenhet,2.0,44,Nej,0,True,1938.0,2369,7200,Hamilton Elander,Notar
609,Pingstvägen 62,Midsommarkransen,2023-11-03,3295000,2995000.0,59909,Lägenhet,3.0,55,Ja,1 av 3,True,1940.0,4311,0,Hanna Elfsson,Notar
610,Koltrastvägen 2 B,"Näsbypark, Täby kommun",2023-11-03,2800000,2795000.0,46667,Lägenhet,2.0,60,Unknown,Unknown,False,2007.0,3640,8675,Christoffer Stendahl,Fastighetsbyrån Täby
611,Gävlegatan 3,Vasastan,2023-11-03,5825000,5695000.0,102193,Lägenhet,2.0,57,Unknown,1,True,1926.0,2568,0,Joseph Rashid,Fastighetsbyrån Stockholm - Vasastan
612,"Lundagatan 16, vån 4 av 5","Huvudsta, Solna kommun",2023-11-03,2640000,2495000.0,52800,Lägenhet,1.0,50,Ja,4 av 5,True,2005.0,1949,4440,Jacob Habib,Notar
613,Arkitektvägen 83,"Abrahamsberg, Stockholms kommun",2023-11-03,4615000,3995000.0,74435,Lägenhet,3.0,62,Ja,2 av 3,True,1938.0,4117,7612,Daniel Fredricson,MOHV Bromma
614,Rämensvägen 35,"Årsta, Stockholms kommun",2023-11-03,3300000,2995000.0,51563,Lägenhet,2.0,64,Ja,1 av 3,True,1945.0,4816,0,Diwan Budakci,Fastighetsbyrån Årsta
615,Verandastigen 3,"Söderby Park, Salems kommun",2023-11-03,2185000,2295000.0,24551,Lägenhet,4.0,89,Ja,3,True,2007.0,6811,4800,Mattias Izgin,Länsförsäkringar Fastighetsförmedling Botkyrka/Salem
616,Virebergsvägen 24,"Råsunda, Solna kommun",2023-11-03,3500000,3195000.0,62500,Lägenhet,2.0,56,Ja,2 av 7,True,1957.0,2538,4020,Aleidon Adam,Länsförsäkringar Fastighetsförmedling Solna
617,SÖRGÅRDEN 129,"Sörgården, Vallentuna kommun",2023-11-03,2150000,2195000.0,22165,Lägenhet,4.0,97,Ja,1 av 3,True,1969.0,5688,5500,Filip Gröholt,Mäklarringen Täby
618,"Honnörsgatan 22, 3 tr","Järvastaden, Solna kommun",2023-11-03,4350000,4295000.0,51786,Lägenhet,3.0,84,Ja,3 av 4,True,2009.0,4355,9000,Adam Bäckström,Svenska Mäklarhuset Solna
619,Odengatan 43,"Vasastan, Stockholms kommun",2023-11-03,20000000,19500000.0,111111,Lägenhet,5.0,180,Nej,1 av 6,True,1906.0,267,16020,Eric Lennmarker,Residence Fastighetsmäkleri
620,"Russinvägen 4A, 3tr","Farsta Hökarängen, Stockholms kommun",2023-11-03,2800000,2495000.0,48276,Lägenhet,2.0,58,Ja,3,True,1961.0,3176,0,Robin Ström,Notar
621,Segelflygsgatan 37,"Skarpnäck, Stockholms kommun",2023-11-03,2730000,2295000.0,35226,Lägenhet,3.0,775,Ja,2 av 2,True,1985.0,5503,7324,Henrik Ivansson,Fastighetsbyrån Enskede
622,"Torsbygatan 32, 1tr",Farsta,2023-11-03,2400000,1995000.0,38710,Lägenhet,3.0,62,Ja,Unknown,False,1958.0,3382,0,Simon Strand,Notar
623,Ringvägen 87B,"Södermalm Sofia, Stockholms kommun",2023-11-03,3275000,2950000.0,96324,Lägenhet,2.0,34,Ja,2,True,1934.0,1684,1812,Caroline Klasson,Bjurfors Södermalm
624,"Tomtbergavägen 38, Markplan",Botkyrka,2023-11-03,2260000,2450000.0,28790,Lägenhet,3.0,785,Nej,Unknown,False,19711974.0,5330,1128,Emanuel Turgay,Fastighetsbyrån Norra Botkyrka
625,Heliosgatan 56,"Hammarby Sjöstad, Stockholms kommun",2023-11-03,5310000,4995000.0,76957,Lägenhet,2.0,69,Ja,4 av 5,True,2008.0,4338,7200,Alfred Gunnarsson,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede
626,Vallagränd 14,"Södra Haninge Slätmossen, Haninge kommun",2023-11-03,1895000,1895000.0,42111,Lägenhet,2.0,45,Ja,4 av 5,True,2017.0,3664,8400,Mats Lundberg,HusmanHagberg Haninge
627,Radarvägen 8,"Hägernäs, Täby kommun",2023-11-03,3195000,3195000.0,33632,Lägenhet,4.0,95,Ja,6 av 6,True,1959.0,4198,12960,Christoffer Robsahm,Susanne Persson Fastighetsförmedling AB
628,Väderkvarnsgatan 6 . V 3/3,"Jakobsberg, Järfälla kommun",2023-11-03,1820000,1895000.0,40444,Lägenhet,2.0,45,Ja,3 av 3,True,2017.0,2869,9000,André Zadeh,Notar
629,Furusundsgatan 14,"Gärdet, Stockholms kommun",2023-11-03,8125000,7950000.0,97892,Lägenhet,4.0,83,Ja,1 av 8,True,1938.0,4963,0,Victor Sjölund,HusmanHagberg Östermalm
630,"Tavastgatan 29B, 2 tr","Södermalm, Stockholms kommun",2023-11-03,8700000,8900000.0,93548,Lägenhet,3.0,93,Ja,Unknown,False,1894.0,4905,0,Jan Borild,Tradition Mäkleri
631,Nynäsvägen 50,"Handen, Haninge kommun",2023-11-03,2000000,1995000.0,22857,Lägenhet,3.0,875,Ja,3,True,1965.0,6410,3600,Andreas Stensåsen,Notar
632,Nynäsvägen 359,Enskede,2023-11-03,2400000,2450000.0,63158,Lägenhet,1.0,38,Nej,1 av 3,True,1933.0,2746,0,Fanny Hörndahl,Bjurfors Enskede
633,Lomvägen 47,"Kärrdal, Sollentuna kommun",2023-11-03,1495000,1495000.0,42714,Lägenhet,1.0,35,Nej,2,True,1975.0,2371,2400,Carima Hägglund Hasni,Bjurfors Sollentuna
634,"Semaforvägen 59, vån 6 av 7","Telegrafberget, Nacka kommun",2023-11-03,4950000,4995000.0,51031,Lägenhet,4.0,97,Ja,6 av 7,True,2019.0,5282,11664,Elisabet Östlund,Fastighetsbyrån Nacka
635,Sköntorpsvägen 111,"Årsta, Stockholms kommun",2023-11-03,2750000,2475000.0,67073,Lägenhet,2.0,41,Ja,5 av 7,True,1963.0,3773,0,Love Strömstedt Ingelin,Svenska Mäklarhuset Årsta / Enskede
636,"Radiusbacken 49, vån 2","Telefonplan, Stockholms kommun",2023-11-03,2485000,2595000.0,63718,Lägenhet,2.0,39,Ja,2 av 4,True,2020.0,2990,4600,Alexandra Ekstrand,Svenska Mäklarhuset Hägersten/Liljeholmen
637,Hasselbacken 5,"Centrala Väsby, Upplands Väsby kommun",2023-11-03,2350000,2495000.0,29193,Lägenhet,3.0,805,Unknown,1 av 5,True,1978.0,5138,5500,Orhan Aydin,Fastighetsbyrån Upplands Väsby
638,Stig Lindbergs gata 10,"Gustavsberg Porslinskvarteren, Värmdö kommun",2023-11-03,2800000,2650000.0,53846,Lägenhet,2.0,52,Ja,1 av 4,True,2016.0,3461,3000,Jennifer Ström Soussi,HusmanHagberg Värmdö
639,Eskadervägen 44,"Näsby Park, Täby kommun",2023-11-03,3400000,3595000.0,45333,Lägenhet,3.0,75,Ja,1 av 7,True,1959.0,3763,0,Robin Jusélius,Magnusson Mäkleri Täby AB
640,"Granitvägen 24A, 1 tr","Tyresö Centrum, Tyresö kommun",2023-11-03,2050000,2095000.0,25625,Lägenhet,3.0,80,Ja,1 av 3,True,1964.0,5135,0,David Hedenström,HusmanHagberg Tyresö/Älta
641,Göran Perssons Väg 27,"Huvudsta, Solna kommun",2023-11-03,3200000,2995000.0,38554,Lägenhet,3.0,83,Ja,Unknown,False,1969.0,4476,0,Jonathan Rappel,Länsförsäkringar Fastighetsförmedling Solna
642,Mäster Simons Väg 13A,"Ritorp, Solna kommun",2023-11-03,2052000,1995000.0,54574,Lägenhet,2.0,376,Nej,1 av 5,True,1997.0,2667,5880,Irma Arvidsson,Erik Olsson Fastighetsförmedling
643,"Tre Liljor 5b, 1.5tr","Vasastan, Stockholms kommun",2023-11-03,4100000,3590000.0,113889,Lägenhet,2.0,36,Nej,1,True,1925.0,2098,2880,Martin Monko,Notar
644,Åstorpsringen 13,"Hammarbyhöjden, Stockholms kommun",2023-11-03,4400000,3995000.0,55696,Lägenhet,4.0,79,Ja,4 av 4,True,2005.0,4908,5400,Emily Olsson,Bjurfors Hammarby/Skarpnäck & Farsta
645,Kungsbro Strand 17,"Kungsholmen, Stockholms kommun",2023-11-03,3800000,3995000.0,96203,Lägenhet,2.0,395,Ja,5 av 7,True,1934.0,3549,0,Tolgay Erdinc,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen
646,Kallskärsgatan 3,Nedre Gärdet,2023-11-03,6150000,6200000.0,86620,Lägenhet,3.0,71,Nej,Unknown,False,1935.0,3687,0,Mathias Dominius,Notar
647,Domherrevägen  12D,Norrtälje stad,2023-11-03,1460000,1195000.0,24579,Lägenhet,2.0,594,Ja,2 av 4,True,1963.0,2467,6048,William Lyman,Länsförsäkringar Fastighetsförmedling Norrtälje
648,"Sankt Eriksgatan 28, 5 tr","Fridhemsplan, Stockholms kommun",2023-11-03,12600000,11850000.0,116667,Lägenhet,4.0,108,Ja,5 av 5,True,1911.0,3640,0,Nicole Åman,Fastighetsbyrån Stockholm - Kungsholmen
649,LM Ericssons väg 4,"Telefonplan, Stockholms kommun",2023-11-03,6650000,6950000.0,65196,Lägenhet,4.0,102,Ja,2 av 4,True,2009.0,6506,4800,Eddy Lloret,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten
650,Stenkvistavägen 10,"Högdalen, Stockholms kommun",2023-11-03,2550000,2250000.0,56044,Lägenhet,2.0,455,Ja,8 av 12,True,2018.0,3393,5400,Dennis Sivertsson,Länsförsäkringar Fastighetsförmedling Årsta-Bandhagen
651,"Älvkarleövägen 12, 2tr!","Hjorthagen, Stockholms kommun",2023-11-03,3295000,3175000.0,74548,Lägenhet,2.0,442,Nej,2 av 3,True,1936.0,3172,13950,Linnea Mott,Alicia Edelman Fastighetsmäkleri
652,Allmogevägen 29,"Jakobsberg, Järfälla kommun",2023-11-03,1300000,1395000.0,41270,Lägenhet,1.0,315,Unknown,4 av 5,True,1964.0,2138,0,Jony Eliyo,SkandiaMäklarna Järfälla
653,"Sonja Kovalevskys Gata 8, 7tr",Vasastan,2023-11-03,6400000,6495000.0,98462,Lägenhet,3.0,65,Ja,7,True,2018.0,3467,3504,Andreas Ångström,Fastighetsbyrån Stockholm - Vasastan
654,Rosenhöjdsvägen 28,"Södertälje, Södertälje kommun",2023-11-03,1850000,1895000.0,22024,Lägenhet,3.0,84,Unknown,6 av 6,True,,6136,0,Andreas Özgun,Svensk Fastighetsförmedling Södertälje
655,Granängsvägen 2E,"Centrala Tyresö, Tyresö kommun",2023-11-03,2300000,2495000.0,39655,Lägenhet,3.0,58,Ja,4 av 6,True,2019.0,4097,3000,Martin Carlsson,SkandiaMäklarna Tyresö/Älta
656,Hjulstavägen 92,"Spånga, Stockholms kommun",2023-11-03,1000000,1095000.0,43478,Lägenhet,1.0,23,Ja,4 av 8,True,2018.0,2967,0,William Gernandt,Svensk Fastighetsförmedling Vällingby/Hässelby/Spånga
657,"Vällstavägen 4, vån 3","Vällsta, Upplands Väsby kommun",2023-11-03,2725000,2995000.0,32059,Lägenhet,4.0,85,Ja,3 av 4,True,2020.0,4864,8244,Nazz Mohideen,Svensk Fastighetsförmedling Upplands Väsby
658,"Döbelnsgatan 1, 2tr","Vasastan, Stockholms kommun",2023-11-03,8600000,8995000.0,108861,Lägenhet,3.0,79,Ja,2 av 6,True,1928.0,3455,13932,Joakim Andersson,SkandiaMäklarna Stockholm Vasastan
659,Mörtviksvägen 70,"Skogås, Huddinge kommun",2023-11-03,2450000,2195000.0,31410,Lägenhet,3.0,78,Ja,1 av 3,True,1985.0,4572,4200,Alexandra Mokos,Svensk Fastighetsförmedling Trångsund/Skogås/Länna
660,Ugglevägen 27A,"Saltängen, Nacka kommun",2023-11-03,2525000,2495000.0,53723,Lägenhet,2.0,47,Ja,1,True,1941.0,3295,0,Ella Andersson,SkandiaMäklarna Nacka
661,Virkesvägen 17C,"Hammarby Sjöstad, Stockholms kommun",2023-11-03,3650000,3700000.0,76042,Lägenhet,2.0,48,Ja,8 av 10,True,2018.0,2510,3840,Charlotta Larsson,Tradition Mäkleri
662,"Nytorpsvägen 44, 4tr","Näsbypark, Täby kommun",2023-11-03,2550000,2650000.0,50000,Lägenhet,2.0,51,Ja,4 av 6,True,2016.0,3413,6948,Marcus Hermanson,Länsförsäkringar Fastighetsförmedling Täby
663,Stationsvägen 66,Roslags Näsby,2023-11-03,4200000,4295000.0,54545,Lägenhet,3.0,77,Unknown,0 av 5,True,2023.0,4311,8256,Sebastian Wallster,Mäklarhuset Täby & Danderyd
664,"Helsingörsgatan 51, 2 tr","Kista, Stockholms kommun",2023-11-03,1600000,1795000.0,31068,Lägenhet,2.0,515,Ja,2 av 3,True,1979.0,4334,0,Abbe Karakus,HusmanHagberg Kista
